Filename PupX PupY PupR PupQ IriX IriY IriR IriQ PuEX PuEY PuEA PuEB PuET PuEQ IrEX IrEY IrEA IrEB IrET IrEQ OPrUpA OPrUpX OPrUpY OPrUpQ 
2058(r-1-3)110707-115400_e_01_0001.bmp 320 242 44 100 321 242 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 339 163 29 
2058(r-1-3)110707-115400_e_01_0002.bmp 319 242 47 100 323 242 113 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 165 30 
2058(r-1-3)110707-115400_e_01_0003.bmp 320 243 46 100 323 243 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 175 44 
2058(r-1-3)110707-115400_e_01_0004.bmp 319 243 46 100 322 243 113 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 172 30 
2058(r-1-3)110707-115400_e_01_0005.bmp 319 242 53 97 322 242 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 341 166 39 
2058(r-1-3)110707-115400_e_01_0006.bmp 319 241 53 98 322 241 114 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 340 178 33 
2058(r-1-3)110707-115400_e_01_0007.bmp 320 242 54 97 322 242 115 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 341 160 33 
2058(r-1-3)110707-115400_e_01_0008.bmp 319 243 54 96 322 243 113 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 341 160 34 
2058(r-1-3)110707-115400_e_01_0009.bmp 319 241 54 97 320 241 113 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 330 169 32 
2059(r-1-3)110707-115400_e_00_0000.bmp 319 242 58 72 315 242 128 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 153 42 
2059(r-1-3)110707-115400_e_00_0001.bmp 320 241 53 66 315 241 124 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 154 47 
2059(r-1-3)110707-115400_e_00_0002.bmp 319 242 53 86 315 242 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 156 41 
2059(r-1-3)110707-115400_e_00_0003.bmp 319 243 46 96 315 243 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 308 162 41 
2059(r-1-3)110707-115400_e_00_0004.bmp 319 242 49 100 315 242 119 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 308 159 45 
2059(r-1-3)110707-115400_e_00_0005.bmp 319 243 47 100 315 243 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 307 152 50 
2059(r-1-3)110707-115400_e_00_0006.bmp 318 243 49 100 315 243 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 307 141 50 
2059(r-1-3)110707-115400_e_00_0007.bmp 318 242 46 100 314 242 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 306 149 45 
2059(r-1-3)110707-115400_e_00_0008.bmp 315 244 49 100 310 244 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 302 153 41 
2059(r-1-3)110707-115400_e_00_0009.bmp 317 241 49 100 313 241 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 305 158 51 
2059(r-1-3)110707-115400_e_01_0000.bmp 319 243 56 66 327 243 127 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 328 159 43 
2059(r-1-3)110707-115400_e_01_0001.bmp 319 243 55 74 326 243 123 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 310 164 40 
2059(r-1-3)110707-115400_e_01_0002.bmp 319 243 53 69 326 243 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 309 162 43 
2059(r-1-3)110707-115400_e_01_0003.bmp 317 242 52 75 323 242 118 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 306 165 49 
2059(r-1-3)110707-115400_e_01_0004.bmp 319 241 52 72 326 241 120 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 309 163 47 
2059(r-1-3)110707-115400_e_01_0005.bmp 320 242 53 66 326 242 119 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 301 162 42 
2059(r-1-3)110707-115400_e_01_0006.bmp 318 243 53 94 324 243 121 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 134 1 
2059(r-1-3)110707-115400_e_01_0007.bmp 320 242 50 100 327 242 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 311 153 44 
2059(r-1-3)110707-115400_e_01_0008.bmp 319 243 54 76 325 243 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 309 160 43 
2059(r-1-3)110707-115400_e_01_0009.bmp 319 241 54 72 325 241 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 309 165 40 
2066(r-1-3)110707-115400_e_00_0000.bmp 319 244 40 100 315 244 96 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 321 161 19 
2066(r-1-3)110707-115400_e_00_0001.bmp 318 242 36 100 312 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 340 166 29 
2066(r-1-3)110707-115400_e_00_0002.bmp 320 241 40 100 314 241 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 341 159 30 
2066(r-1-3)110707-115400_e_00_0003.bmp 319 242 42 100 315 242 114 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 342 157 26 
2066(r-1-3)110707-115400_e_00_0004.bmp 321 242 46 100 315 242 126 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 148 35 
2066(r-1-3)110707-115400_e_00_0005.bmp 319 242 37 100 314 242 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 341 161 32 
2066(r-1-3)110707-115400_e_00_0006.bmp 319 243 40 84 313 243 109 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 341 159 28 
2066(r-1-3)110707-115400_e_00_0007.bmp 320 242 41 100 315 242 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 342 158 27 
2066(r-1-3)110707-115400_e_00_0008.bmp 320 241 44 96 315 241 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 342 163 29 
2066(r-1-3)110707-115400_e_00_0009.bmp 318 244 42 100 314 244 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 341 166 32 
2066(r-1-3)110707-115400_e_01_0000.bmp 321 242 45 100 326 242 116 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 318 157 28 
2066(r-1-3)110707-115400_e_01_0001.bmp 318 244 37 100 322 244 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 314 164 23 
2066(r-1-3)110707-115400_e_01_0002.bmp 318 242 44 100 322 242 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 314 159 21 
2066(r-1-3)110707-115400_e_01_0003.bmp 318 242 45 100 322 242 115 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 154 29 
2066(r-1-3)110707-115400_e_01_0004.bmp 321 242 50 100 325 242 124 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 308 140 20 
2066(r-1-3)110707-115400_e_01_0005.bmp 319 242 40 100 323 242 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 316 160 21 
2066(r-1-3)110707-115400_e_01_0006.bmp 320 242 45 100 323 242 110 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 158 23 
2066(r-1-3)110707-115400_e_01_0007.bmp 319 242 45 95 322 242 107 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 323 150 18 
2066(r-1-3)110707-115400_e_01_0008.bmp 319 242 44 100 323 242 107 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 307 170 24 
2066(r-1-3)110707-115400_e_01_0009.bmp 318 242 44 100 323 242 107 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 307 169 20 
2067(r-1-3)110707-115400_e_00_0000.bmp 320 242 39 93 315 242 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 174 41 
2067(r-1-3)110707-115400_e_00_0001.bmp 319 243 41 96 313 243 109 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 174 46 
2067(r-1-3)110707-115400_e_00_0002.bmp 321 242 39 100 314 242 109 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 170 42 
2067(r-1-3)110707-115400_e_00_0003.bmp 316 244 40 100 311 244 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 329 172 40 
2067(r-1-3)110707-115400_e_00_0004.bmp 319 242 37 100 313 242 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 167 42 
2067(r-1-3)110707-115400_e_00_0005.bmp 320 243 37 100 314 243 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 172 51 
2067(r-1-3)110707-115400_e_00_0006.bmp 318 242 45 100 314 242 109 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 164 44 
2067(r-1-3)110707-115400_e_00_0007.bmp 319 242 44 100 313 242 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 175 42 
2067(r-1-3)110707-115400_e_00_0008.bmp 319 243 41 100 313 243 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 170 51 
2067(r-1-3)110707-115400_e_00_0009.bmp 321 242 41 100 315 242 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 174 45 
2067(r-1-3)110707-115400_e_01_0000.bmp 319 242 44 100 323 242 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 332 171 51 
2067(r-1-3)110707-115400_e_01_0001.bmp 321 244 45 100 325 244 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 335 173 41 
2067(r-1-3)110707-115400_e_01_0002.bmp 317 243 44 100 321 243 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 339 171 52 
2067(r-1-3)110707-115400_e_01_0003.bmp 322 244 40 100 327 244 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 336 172 46 
2067(r-1-3)110707-115400_e_01_0004.bmp 319 243 43 100 324 243 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 168 45 
2067(r-1-3)110707-115400_e_01_0005.bmp 319 242 40 100 324 242 109 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 334 169 47 
2067(r-1-3)110707-115400_e_01_0006.bmp 318 246 44 100 322 246 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 171 51 
2067(r-1-3)110707-115400_e_01_0007.bmp 320 243 44 100 324 243 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 342 177 39 
2067(r-1-3)110707-115400_e_01_0008.bmp 318 242 45 100 323 242 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 171 53 
2067(r-1-3)110707-115400_e_01_0009.bmp 320 243 43 100 324 243 110 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 333 168 42 
2071(r-1-3)110707-115400_e_00_0000.bmp 317 239 44 100 316 239 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 165 44 
2071(r-1-3)110707-115400_e_00_0001.bmp 318 243 48 100 316 243 118 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 316 157 33 
2071(r-1-3)110707-115400_e_00_0002.bmp 319 241 43 100 317 241 116 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 317 166 43 
2071(r-1-3)110707-115400_e_00_0003.bmp 319 241 44 100 316 241 117 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 317 155 42 
2071(r-1-3)110707-115400_e_00_0004.bmp 320 238 44 100 318 238 109 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 319 165 38 
2071(r-1-3)110707-115400_e_00_0005.bmp 319 242 39 87 318 242 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 318 165 32 
2071(r-1-3)110707-115400_e_00_0006.bmp 319 243 43 87 316 243 110 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 308 155 31 
2071(r-1-3)110707-115400_e_00_0007.bmp 320 243 42 100 318 243 110 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 318 155 28 
2071(r-1-3)110707-115400_e_00_0008.bmp 318 242 43 87 315 242 108 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 310 153 27 
2071(r-1-3)110707-115400_e_00_0009.bmp 319 240 46 100 315 240 106 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 315 150 28 
2071(r-1-3)110707-115400_e_01_0000.bmp 317 243 47 93 321 243 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 304 158 46 
2071(r-1-3)110707-115400_e_01_0001.bmp 321 241 50 100 322 241 118 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 314 142 36 
2071(r-1-3)110707-115400_e_01_0002.bmp 319 243 45 100 320 243 116 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 303 149 44 
2071(r-1-3)110707-115400_e_01_0003.bmp 318 242 45 100 320 242 116 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 303 149 43 
2071(r-1-3)110707-115400_e_01_0004.bmp 318 244 44 100 318 244 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 310 158 38 
2071(r-1-3)110707-115400_e_01_0005.bmp 319 243 41 100 320 243 105 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 313 162 36 
2071(r-1-3)110707-115400_e_01_0006.bmp 319 240 48 100 320 240 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 303 161 45 
2071(r-1-3)110707-115400_e_01_0007.bmp 320 243 45 100 320 243 109 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 304 155 40 
2071(r-1-3)110707-115400_e_01_0008.bmp 318 243 47 100 318 243 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 301 152 35 
2071(r-1-3)110707-115400_e_01_0009.bmp 318 242 49 100 318 242 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 318 149 34 
2072(r-1-3)110707-115400_e_00_0000.bmp 321 243 45 100 319 243 131 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 312 148 36 
2072(r-1-3)110707-115400_e_00_0001.bmp 317 243 53 87 314 243 131 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 307 135 44 
2072(r-1-3)110707-115400_e_00_0002.bmp 320 243 50 100 318 243 131 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 311 127 31 
2072(r-1-3)110707-115400_e_00_0003.bmp 320 240 47 100 318 240 129 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 285 129 39 
2072(r-1-3)110707-115400_e_00_0004.bmp 318 241 45 100 316 241 126 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 328 142 18 
2072(r-1-3)110707-115400_e_00_0005.bmp 318 247 53 91 315 247 125 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 316 153 49 
2072(r-1-3)110707-115400_e_00_0006.bmp 319 245 52 93 316 245 126 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 308 144 44 
2072(r-1-3)110707-115400_e_00_0007.bmp 321 242 48 100 318 242 127 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 314 131 36 
2072(r-1-3)110707-115400_e_00_0008.bmp 319 243 53 67 316 243 127 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 309 168 56 
2072(r-1-3)110707-115400_e_00_0009.bmp 320 242 49 100 316 242 126 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 299 138 44 
2072(r-1-3)110707-115400_e_00_0010.bmp 320 240 63 62 319 240 113 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 309 160 33 
2072(r-1-3)110707-115400_e_00_0011.bmp 315 241 59 78 312 241 121 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 305 164 25 
2072(r-1-3)110707-115400_e_00_0012.bmp 322 240 63 96 319 240 129 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 303 128 40 
2072(r-1-3)110707-115400_e_00_0013.bmp 318 242 61 98 318 242 132 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 301 136 39 
2072(r-1-3)110707-115400_e_00_0014.bmp 321 240 62 98 320 240 131 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 304 132 43 
2072(r-1-3)110707-115400_e_00_0015.bmp 320 242 69 86 319 242 129 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 303 142 25 
2072(r-1-3)110707-115400_e_00_0016.bmp 318 242 73 98 316 242 130 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 299 129 30 
2072(r-1-3)110707-115400_e_00_0017.bmp 319 242 68 97 318 242 129 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 302 138 30 
2072(r-1-3)110707-115400_e_00_0018.bmp 318 243 65 98 317 243 128 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 317 120 30 
2072(r-1-3)110707-115400_e_00_0019.bmp 320 242 74 97 318 242 127 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 302 133 41 
2072(r-1-3)110707-115400_e_01_0000.bmp 319 244 50 100 322 244 130 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 331 140 35 
2072(r-1-3)110707-115400_e_01_0001.bmp 317 242 47 100 321 242 132 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 339 127 29 
2072(r-1-3)110707-115400_e_01_0002.bmp 318 243 46 100 322 243 132 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 317 124 26 
2072(r-1-3)110707-115400_e_01_0003.bmp 318 242 46 100 322 242 130 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 322 123 26 
2072(r-1-3)110707-115400_e_01_0004.bmp 319 243 44 100 321 243 127 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 322 126 23 
2072(r-1-3)110707-115400_e_01_0005.bmp 322 241 47 100 325 241 128 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 334 125 28 
2072(r-1-3)110707-115400_e_01_0006.bmp 322 246 48 100 326 246 127 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 345 127 24 
2072(r-1-3)110707-115400_e_01_0007.bmp 320 242 48 100 323 242 126 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 141 31 
2072(r-1-3)110707-115400_e_01_0008.bmp 319 242 43 100 323 242 127 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 395 136 29 
2072(r-1-3)110707-115400_e_01_0009.bmp 321 243 48 100 324 243 127 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 360 141 31 
2072(r-1-3)110707-115400_e_01_0010.bmp 319 243 63 59 319 243 115 100 0 0 0 0 0 0 0 0 0 0 0 0 0 320 131 1 
2072(r-1-3)110707-115400_e_01_0011.bmp 319 242 52 98 320 242 122 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 356 148 23 
2072(r-1-3)110707-115400_e_01_0012.bmp 319 241 63 100 320 241 132 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 326 117 26 
2072(r-1-3)110707-115400_e_01_0013.bmp 318 242 54 99 319 242 133 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 332 120 24 
2072(r-1-3)110707-115400_e_01_0014.bmp 319 242 55 92 321 242 133 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 328 122 24 
2072(r-1-3)110707-115400_e_01_0015.bmp 319 242 66 99 321 242 130 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 327 113 21 
2072(r-1-3)110707-115400_e_01_0016.bmp 319 242 70 96 320 242 130 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 326 119 26 
2072(r-1-3)110707-115400_e_01_0017.bmp 319 244 63 97 321 244 128 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 327 124 24 
2072(r-1-3)110707-115400_e_01_0018.bmp 319 242 64 99 320 242 127 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 316 117 23 
2072(r-1-3)110707-115400_e_01_0019.bmp 320 242 67 98 322 242 127 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 329 121 25 
2084(r-1-3)110707-115400_e_00_0000.bmp 318 243 45 100 313 243 101 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 297 165 33 
2084(r-1-3)110707-115400_e_00_0001.bmp 498 246 43 100 493 246 98 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 482 177 30 
2084(r-1-3)110707-115400_e_00_0002.bmp 321 241 41 100 314 241 102 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 297 170 29 
2084(r-1-3)110707-115400_e_00_0003.bmp 319 242 44 100 315 242 102 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 315 176 28 
2084(r-1-3)110707-115400_e_00_0004.bmp 318 242 44 100 314 242 99 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 298 178 34 
2084(r-1-3)110707-115400_e_00_0005.bmp 320 241 43 100 315 241 99 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 299 192 22 
2084(r-1-3)110707-115400_e_00_0006.bmp 320 245 49 100 313 245 115 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 297 180 32 
2084(r-1-3)110707-115400_e_00_0007.bmp 320 244 46 100 314 244 114 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 288 188 36 
2084(r-1-3)110707-115400_e_00_0008.bmp 319 242 47 100 313 242 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 288 177 37 
2084(r-1-3)110707-115400_e_00_0009.bmp 318 243 47 100 314 243 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 289 178 39 
2084(r-1-3)110707-115400_e_01_0000.bmp 317 243 41 100 322 243 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 163 26 
2084(r-1-3)110707-115400_e_01_0001.bmp 319 242 42 100 324 242 99 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 320 176 34 
2084(r-1-3)110707-115400_e_01_0002.bmp 319 242 41 100 325 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 318 173 34 
2084(r-1-3)110707-115400_e_01_0003.bmp 318 243 43 100 323 243 101 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 319 170 30 
2084(r-1-3)110707-115400_e_01_0004.bmp 319 241 41 100 324 241 98 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 316 175 32 
2084(r-1-3)110707-115400_e_01_0005.bmp 318 243 37 100 324 243 97 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 314 190 31 
2084(r-1-3)110707-115400_e_01_0006.bmp 319 243 48 100 325 243 114 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 317 173 36 
2084(r-1-3)110707-115400_e_01_0007.bmp 319 242 42 100 325 242 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 317 180 37 
2084(r-1-3)110707-115400_e_01_0008.bmp 318 242 43 100 325 242 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 318 173 32 
2084(r-1-3)110707-115400_e_01_0009.bmp 319 242 47 100 325 242 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 317 174 40 
2088(r-1-3)110707-115400_e_00_0000.bmp 321 242 36 100 318 242 100 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 318 185 33 
2088(r-1-3)110707-115400_e_00_0001.bmp 318 242 33 100 316 242 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 178 28 
2088(r-1-3)110707-115400_e_00_0002.bmp 318 242 35 100 316 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 323 179 32 
2088(r-1-3)110707-115400_e_00_0003.bmp 319 242 33 100 316 242 102 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 322 179 39 
2088(r-1-3)110707-115400_e_00_0004.bmp 319 242 33 100 316 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 3146 323 178 32 
2088(r-1-3)110707-115400_e_00_0005.bmp 318 242 33 100 316 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 335 181 38 
2088(r-1-3)110707-115400_e_00_0006.bmp 320 242 38 87 318 242 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 318 185 39 
2088(r-1-3)110707-115400_e_00_0007.bmp 318 242 36 100 315 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 183 39 
2088(r-1-3)110707-115400_e_00_0008.bmp 321 241 37 100 318 241 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 319 186 39 
2088(r-1-3)110707-115400_e_00_0009.bmp 319 242 36 100 316 242 100 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 188 29 
2088(r-1-3)110707-115400_e_01_0000.bmp 312 241 33 100 315 241 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 307 176 42 
2088(r-1-3)110707-115400_e_01_0001.bmp 318 244 31 100 321 244 102 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 313 174 43 
2088(r-1-3)110707-115400_e_01_0002.bmp 318 241 35 100 321 241 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 314 171 43 
2088(r-1-3)110707-115400_e_01_0003.bmp 318 242 34 100 320 242 104 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 320 174 36 
2088(r-1-3)110707-115400_e_01_0004.bmp 319 242 33 100 321 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 173 41 
2088(r-1-3)110707-115400_e_01_0005.bmp 320 242 35 100 322 242 104 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 322 178 36 
2088(r-1-3)110707-115400_e_01_0006.bmp 320 242 36 100 322 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 175 42 
2088(r-1-3)110707-115400_e_01_0007.bmp 321 243 35 100 323 243 104 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 323 178 44 
2088(r-1-3)110707-115400_e_01_0008.bmp 317 242 34 100 319 242 103 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 320 177 39 
2088(r-1-3)110707-115400_e_01_0009.bmp 321 241 38 100 323 241 103 100 0 0 0 0 0 0 0 0 0 0 0 0 1049 307 178 40 
2094(r-1-3)110707-115400_e_00_0000.bmp 323 242 38 100 318 242 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 328 166 52 
2094(r-1-3)110707-115400_e_00_0001.bmp 318 242 37 100 313 242 107 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 323 162 48 
2094(r-1-3)110707-115400_e_00_0002.bmp 320 242 37 100 316 242 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 163 48 
2094(r-1-3)110707-115400_e_00_0003.bmp 318 242 38 100 314 242 109 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 315 164 48 
2094(r-1-3)110707-115400_e_00_0004.bmp 318 240 39 100 313 240 111 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 314 165 47 
2094(r-1-3)110707-115400_e_00_0005.bmp 318 242 38 100 312 242 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 321 164 52 
2094(r-1-3)110707-115400_e_00_0006.bmp 318 242 39 100 312 242 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 321 168 36 
2094(r-1-3)110707-115400_e_00_0007.bmp 317 245 41 100 312 245 113 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 164 49 
2094(r-1-3)110707-115400_e_00_0008.bmp 319 242 38 100 314 242 113 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 161 52 
2094(r-1-3)110707-115400_e_00_0009.bmp 318 242 40 100 313 242 112 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 322 166 55 
2094(r-1-3)110707-115400_e_01_0000.bmp 320 245 38 100 325 245 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 172 49 
2094(r-1-3)110707-115400_e_01_0001.bmp 319 243 39 100 324 243 106 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 324 170 45 
2094(r-1-3)110707-115400_e_01_0002.bmp 319 242 38 100 325 242 108 100 0 0 0 0 0 0 0 0 0 0 0 0 2097 325 169 45 
